Code,Course,Activity,Section,Days,Start Time,End Time,Venue,Tied To,Lecturer
CCS6354,Blockchain and Smart Contracts,Tutorial,TT6L,Monday,12:00 PM,2:00 PM,CQAR2002,TC2L,
CCS6354,Blockchain and Smart Contracts,Tutorial,TT7L,Tuesday,10:00 AM,12:00 PM,CQAR3007,TC2L,
CDS6314,Data Mining,Lecture,TC1L,Monday,12:00 PM,2:00 PM,CQCR2004,"TT1L, TT2L",Neoh Hoo Thye
CDS6314,Data Mining,Tutorial,TT1L,Wednesday,12:00 PM,2:00 PM,CQAR3006,TC1L,Neoh Hoo Thye
CDS6314,Data Mining,Tutorial,TT2L,Monday,8:00 AM,10:00 AM,CQAR2004,TC1L,Neoh Hoo Thye
CCS6314,Cryptography and Data Security,Lecture,TC1L,Thursday,10:00 AM,12:00 PM,CNMX1005,"TT1L, TT2L, TT3L",V Vijayakumar Vengadasalam
CCS6314,Cryptography and Data Security,Tutorial,TT1L,Monday,2:00 PM,4:00 PM,CQAR1001,TC1L,V Vijayakumar Vengadasalam
CCS6314,Cryptography and Data Security,Tutorial,TT2L,Monday,8:00 AM,10:00 AM,CQAR1001,TC1L,V Vijayakumar Vengadasalam
CCS6314,Cryptography and Data Security,Tutorial,TT3L,Thursday,4:00 PM,6:00 PM,CQAR1001,TC1L,V Vijayakumar Vengadasalam
CIT6334,Information Technology Auditing,Lecture,TC1L,Friday,10:00 AM,12:00 PM,CQCR2004,TT1L,Mohamad Firdaus Mat Saad
CIT6334,Information Technology Auditing,Tutorial,TT1L,Monday,2:00 PM,4:00 PM,CQAR3003,TC1L,Mohamad Firdaus Mat Saad
CIT6344,Mobile Application Development,Lecture,TC1L,Tuesday,2:00 PM,4:00 PM,CQCR2004,"TT1L, TT2L",Chai Ian
CIT6344,Mobile Application Development,Tutorial,TT1L,Monday,4:00 PM,6:00 PM,CQAR3002,TC1L,Chai Ian
CIT6344,Mobile Application Development,Tutorial,TT2L,Thursday,4:00 PM,6:00 PM,CQAR3006,TC1L,Chai Ian
CCS6334,Digital and Computer Forensics,Lecture,TC1L,Wednesday,4:00 PM,6:00 PM,CQCR2002,TT1L,Saiyid Abdullah Syahir Al-Edrus
CCS6334,Digital and Computer Forensics,Tutorial,TT1L,Wednesday,6:00 PM,8:00 PM,CQAR3007,TC1L,Saiyid Abdullah Syahir Al-Edrus
